animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
A843496,Cheddar,2021-10-16T12:19:00.000,2021-10-16T12:19:00.000,2019-10-01T00:00:00.000,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby,
A841090,Macaroni,2021-10-16T11:55:00.000,2021-10-16T11:55:00.000,2021-07-13T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Orange Tabby,
A759191,Elena,2021-10-16T11:36:00.000,2021-10-16T11:36:00.000,2017-03-28T00:00:00.000,Adoption,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue Cream,
A708411,Bravi,2021-10-16T10:00:00.000,2021-10-16T10:00:00.000,2013-07-27T00:00:00.000,Return to Owner,Dog,Neutered Male,8 years,Carolina Dog Mix,Red/White,
A841087,*Silk,2021-10-15T18:55:00.000,2021-10-15T18:55:00.000,2021-07-13T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Orange Tabby,
A838956,Rosie,2021-10-15T18:35:00.000,2021-10-15T18:35:00.000,2019-07-14T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Beagle,Tricolor,
A844395,295 Grams,2021-10-15T18:33:00.000,2021-10-15T18:33:00.000,2021-09-30T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,Partner
A844394,282 Grams,2021-10-15T18:33:00.000,2021-10-15T18:33:00.000,2021-09-24T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,Partner
A844393,371 Grams,2021-10-15T18:33:00.000,2021-10-15T18:33:00.000,2021-09-24T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,Partner
A626769,Daisy,2021-10-15T18:22:00.000,2021-10-15T18:22:00.000,2010-11-10T00:00:00.000,Return to Owner,Dog,Spayed Female,10 years,Pit Bull Mix,Tan/White,
A842177,*Chico,2021-10-15T18:14:00.000,2021-10-15T18:14:00.000,2021-03-27T00:00:00.000,Adoption,Dog,Neutered Male,6 months,Pointer Mix,White/Black,
A844264,Oso,2021-10-15T17:58:00.000,2021-10-15T17:58:00.000,2021-06-11T00:00:00.000,Return to Owner,Dog,Intact Male,4 months,Pit Bull,White,
A844266,Travieso,2021-10-15T17:58:00.000,2021-10-15T17:58:00.000,2021-06-11T00:00:00.000,Return to Owner,Dog,Intact Male,4 months,Pit Bull,Black/White,
A843916,A843916,2021-10-15T17:53:00.000,2021-10-15T17:53:00.000,2021-07-18T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair,Calico,
A844391,Chela,2021-10-15T17:36:00.000,2021-10-15T17:36:00.000,2020-10-15T00:00:00.000,Return to Owner,Dog,Intact Female,1 year,Labrador Retriever/German Shepherd,Brown/White,
A844377,A844377,2021-10-15T17:19:00.000,2021-10-15T17:19:00.000,2021-07-15T00:00:00.000,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,Partner
A844078,Mystery,2021-10-15T17:18:00.000,2021-10-15T17:18:00.000,2021-04-11T00:00:00.000,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair,Tortie,
A843877,Rosie,2021-10-15T16:31:00.000,2021-10-15T16:31:00.000,2021-05-07T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico,
A843760,Rocky,2021-10-15T16:14:00.000,2021-10-15T16:14:00.000,2020-10-06T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Brown,
A844186,Bruno,2021-10-15T16:09:00.000,2021-10-15T16:09:00.000,2019-10-13T00:00:00.000,Rto-Adopt,Dog,Neutered Male,2 years,Pit Bull,White/Black,
A843610,A843610,2021-10-15T15:31:00.000,2021-10-15T15:31:00.000,2021-06-22T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby,
A841182,*Emily,2021-10-15T15:01:00.000,2021-10-15T15:01:00.000,2021-08-14T00:00:00.000,Adoption,Dog,Spayed Female,2 months,American Staffordshire Terrier Mix,White,
A844383,A844383,2021-10-15T15:00:00.000,2021-10-15T15:00:00.000,2021-09-18T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Blue,Partner
A844343,181 Grams,2021-10-15T15:00:00.000,2021-10-15T15:00:00.000,2021-09-24T00:00:00.000,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,Partner
A844346,161 Grams,2021-10-15T15:00:00.000,2021-10-15T15:00:00.000,2021-09-24T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,Partner
A844348,193 Grams,2021-10-15T15:00:00.000,2021-10-15T15:00:00.000,2021-09-24T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,Partner
A844345,156 Grams,2021-10-15T15:00:00.000,2021-10-15T15:00:00.000,2021-09-24T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Orange Tabby,Partner
A844347,176 Grams,2021-10-15T15:00:00.000,2021-10-15T15:00:00.000,2021-09-24T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,Partner
A844048,*Star Lord,2021-10-15T13:12:00.000,2021-10-15T13:12:00.000,2019-10-11T00:00:00.000,Transfer,Dog,Intact Male,2 years,Boxer,Brown/White,Out State
A842420,*Phantom,2021-10-15T13:12:00.000,2021-10-15T13:12:00.000,2021-01-15T00:00:00.000,Transfer,Dog,Neutered Male,8 months,Blue Lacy,Blue/White,Out State
A844028,*Toffee,2021-10-15T13:11:00.000,2021-10-15T13:11:00.000,2019-10-11T00:00:00.000,Transfer,Dog,Intact Female,2 years,Boxer Mix,Brown Brindle/White,Out State
A842488,*Chisolm,2021-10-15T13:11:00.000,2021-10-15T13:11:00.000,2021-06-16T00:00:00.000,Transfer,Dog,Neutered Male,3 months,Dachshund Mix,Black/White,Out State
A841908,Thanatos,2021-10-15T12:51:00.000,2021-10-15T12:51:00.000,2021-05-05T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair,Black,
A836692,Clarabelle,2021-10-15T12:40:00.000,2021-10-15T12:40:00.000,2021-06-07T00:00:00.000,Adoption,Dog,Spayed Female,4 months,Basenji Mix,Black/White,
A841184,Luna-Moon,2021-10-15T12:21:00.000,2021-10-15T12:21:00.000,2021-08-14T00:00:00.000,Adoption,Dog,Spayed Female,2 months,American Staffordshire Terrier Mix,Blue/White,
A844081,A844081,2021-10-15T12:16:00.000,2021-10-15T12:16:00.000,2017-10-11T00:00:00.000,Transfer,Dog,Neutered Male,4 years,Yorkshire Terrier Mix,Tan/White,Partner
A842283,*Smudge,2021-10-15T11:42:00.000,2021-10-15T11:42:00.000,2019-09-13T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Tricolor/Red,
A844042,Autumn,2021-10-15T11:03:00.000,2021-10-15T11:03:00.000,2019-10-11T00:00:00.000,Transfer,Dog,Intact Female,2 years,Shih Tzu,Tan/White,Partner
A839230,A839230,2021-10-15T10:35:00.000,2021-10-15T10:35:00.000,2021-07-17T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,
A844253,,2021-10-15T09:14:00.000,2021-10-15T09:14:00.000,2020-10-14T00:00:00.000,Euthanasia,Other,Unknown,1 year,Bat,Brown,Rabies Risk
A844047,,2021-10-15T06:00:00.000,2021-10-15T06:00:00.000,2019-10-11T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Brown,Rabies Risk
A844245,Azul,2021-10-14T19:19:00.000,2021-10-14T19:19:00.000,2018-10-14T00:00:00.000,Return to Owner,Dog,Intact Male,3 years,Pit Bull,Blue/White,
A842381,Bino,2021-10-14T18:45:00.000,2021-10-14T18:45:00.000,2019-12-28T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,
A843545,*O'Lantern,2021-10-14T18:24:00.000,2021-10-14T18:24:00.000,2020-10-03T00:00:00.000,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair,Cream Tabby,
A843706,Trixie,2021-10-14T18:20:00.000,2021-10-14T18:20:00.000,2020-10-05T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair,Orange Tabby,
A842162,Meiko,2021-10-14T18:08:00.000,2021-10-14T18:08:00.000,2015-09-10T00:00:00.000,Adoption,Cat,Spayed Female,6 years,Domestic Shorthair Mix,White/Orange Tabby,
A843772,A843772,2021-10-14T17:46:00.000,2021-10-14T17:46:00.000,2021-08-12T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,
A843474,*Spencer,2021-10-14T17:43:00.000,2021-10-14T17:43:00.000,2019-10-01T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Great Pyrenees,White,
A843931,Blue,2021-10-14T17:42:00.000,2021-10-14T17:42:00.000,2019-10-08T00:00:00.000,Rto-Adopt,Dog,Neutered Male,2 years,Pit Bull,White,
A844119,Max,2021-10-14T17:38:00.000,2021-10-14T17:38:00.000,2021-04-27T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby/White,
A843835,Auggie,2021-10-14T17:24:00.000,2021-10-14T17:24:00.000,2020-10-07T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Cairn Terrier,Black/Brown,
A843949,Layla,2021-10-14T16:59:00.000,2021-10-14T16:59:00.000,2021-05-08T00:00:00.000,Adoption,Dog,Spayed Female,5 months,German Shepherd Mix,Black/Brown,
A817342,Pup Pup,2021-10-14T16:52:00.000,2021-10-14T16:52:00.000,2019-05-13T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Pit Bull,Red/White,Partner
A844120,Jax,2021-10-14T16:47:00.000,2021-10-14T16:47:00.000,2021-04-27T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,White/Blue,
A843646,A843646,2021-10-14T16:43:00.000,2021-10-14T16:43:00.000,2020-10-04T00:00:00.000,Transfer,Bird,Unknown,1 year,Parakeet,White/Blue,Partner
A843874,*Sammy,2021-10-14T16:30:00.000,2021-10-14T16:30:00.000,2020-12-07T00:00:00.000,Adoption,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Tan,
A843289,*Basil,2021-10-14T16:09:00.000,2021-10-14T16:09:00.000,2021-05-14T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby,
A843939,Bb,2021-10-14T15:41:00.000,2021-10-14T15:41:00.000,2021-05-08T00:00:00.000,Adoption,Dog,Spayed Female,5 months,Catahoula Mix,Brown Merle,
A843667,*Captain Underpants,2021-10-14T15:36:00.000,2021-10-14T15:36:00.000,2019-10-05T00:00:00.000,Transfer,Dog,Intact Male,2 years,Boxer,White,Partner
A842931,Harley,2021-10-14T12:38:00.000,2021-10-14T12:38:00.000,2021-07-16T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White,
A844248,,2021-10-14T12:11:00.000,2021-10-14T12:11:00.000,2019-10-14T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Brown,Rabies Risk
A844108,June,2021-10-14T11:09:00.000,2021-10-14T11:09:00.000,2020-04-12T00:00:00.000,Transfer,Dog,Spayed Female,1 year,Collie Rough,Tricolor,Partner
A844109,Luna,2021-10-14T11:09:00.000,2021-10-14T11:09:00.000,2020-10-12T00:00:00.000,Transfer,Dog,Spayed Female,1 year,Collie Rough,White,Partner
A843569,Boots,2021-10-14T08:43:00.000,2021-10-14T08:43:00.000,2021-05-04T00:00:00.000,Transfer,Dog,Neutered Male,5 months,Jack Russell Terrier Mix,White/Black,Partner
A844065,,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,2018-10-11T00:00:00.000,Transfer,Cat,Intact Female,3 years,Domestic Shorthair,Blue Tabby,Snr
A844046,,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,2014-10-11T00:00:00.000,Transfer,Cat,Intact Female,7 years,Domestic Shorthair Mix,Tortie,Snr
A843619,Talliwalker,2021-10-13T18:48:00.000,2021-10-13T18:48:00.000,2021-08-04T00:00:00.000,Adoption,Other,Intact Female,2 months,Guinea Pig,Black/Orange,
A843968,Shadow,2021-10-13T18:33:00.000,2021-10-13T18:33:00.000,2021-04-09T00:00:00.000,Return to Owner,Dog,Intact Male,6 months,Border Collie,Black/White,
A843873,*Sandy,2021-10-13T18:27:00.000,2021-10-13T18:27:00.000,2021-07-30T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Dachshund Wirehair Mix,Tan,
A843884,Ollie,2021-10-13T18:24:00.000,2021-10-13T18:24:00.000,2019-10-07T00:00:00.000,Adoption,Cat,Neutered Male,2 years,Domestic Longhair,Brown Tabby/White,
A843953,Davie,2021-10-13T18:18:00.000,2021-10-13T18:18:00.000,2021-07-24T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,
A844239,Jero,2021-10-13T18:16:00.000,2021-10-13T18:16:00.000,2020-12-29T00:00:00.000,Return to Owner,Dog,Intact Male,9 months,Rottweiler,Black/Tan,
A843792,Queen,2021-10-13T18:13:00.000,2021-10-13T18:13:00.000,2021-06-06T00:00:00.000,Adoption,Dog,Spayed Female,4 months,Pit Bull Mix,Brown Brindle/White,
A843779,A843779,2021-10-13T17:57:00.000,2021-10-13T17:57:00.000,2021-08-06T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever,Tricolor,
A843829,Nico,2021-10-13T17:45:00.000,2021-10-13T17:45:00.000,2021-03-07T00:00:00.000,Adoption,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black/White,
A843166,Flash,2021-10-13T17:40:00.000,2021-10-13T17:40:00.000,2021-02-28T00:00:00.000,Adoption,Dog,Neutered Male,7 months,Plott Hound Mix,Brown Brindle/White,
A843778,A843778,2021-10-13T17:32:00.000,2021-10-13T17:32:00.000,2021-08-06T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Labrador Retriever,Tan/Black,
A841441,Zara,2021-10-13T17:31:00.000,2021-10-13T17:31:00.000,2019-08-27T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Queensland Heeler,Blue,
A843767,A843767,2021-10-13T17:19:00.000,2021-10-13T17:19:00.000,2021-04-21T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair,Tortie,
A843951,Baby,2021-10-13T17:07:00.000,2021-10-13T17:07:00.000,2021-07-24T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Black,
A843623,Breaux,2021-10-13T17:05:00.000,2021-10-13T17:05:00.000,2017-10-04T00:00:00.000,Return to Owner,Dog,Intact Male,4 years,Pit Bull Mix,Tan/White,
A842699,A842699,2021-10-13T16:58:00.000,2021-10-13T16:58:00.000,2021-07-08T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby,
A841333,Bogart,2021-10-13T16:48:00.000,2021-10-13T16:48:00.000,2020-01-26T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Pit Bull,Black/White,
A843843,A843843,2021-10-13T16:26:00.000,2021-10-13T16:26:00.000,2021-07-07T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,
A844096,Zam Zam (Zammy),2021-10-13T16:09:00.000,2021-10-13T16:09:00.000,2021-08-05T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair,Gray/White,
A843919,,2021-10-13T16:01:00.000,2021-10-13T16:01:00.000,2021-08-08T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair,Gray Tabby,
A843776,A843776,2021-10-13T15:54:00.000,2021-10-13T15:54:00.000,2021-08-06T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Labrador Retriever,Black,
A843668,Cindy Roo,2021-10-13T15:47:00.000,2021-10-13T15:47:00.000,2021-04-20T00:00:00.000,Adoption,Dog,Spayed Female,5 months,Pointer Mix,White/Black,
A844206,A844206,2021-10-13T15:11:00.000,2021-10-13T15:11:00.000,2021-09-28T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,Partner
A844205,A844205,2021-10-13T15:11:00.000,2021-10-13T15:11:00.000,2021-09-28T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,Partner
A844219,280 G,2021-10-13T15:10:00.000,2021-10-13T15:10:00.000,2021-09-28T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby,Partner
A844220,285 G,2021-10-13T15:10:00.000,2021-10-13T15:10:00.000,2021-09-28T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue,Partner
A844218,277 G,2021-10-13T15:10:00.000,2021-10-13T15:10:00.000,2021-09-28T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby,Partner
A844217,279 G,2021-10-13T15:09:00.000,2021-10-13T15:09:00.000,2021-09-28T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby,Partner
A844215,316 G,2021-10-13T15:09:00.000,2021-10-13T15:09:00.000,2021-09-28T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby,Partner
A844187,Lily,2021-10-13T14:22:00.000,2021-10-13T14:22:00.000,2017-10-13T00:00:00.000,Transfer,Dog,Intact Female,4 years,Chihuahua Shorthair,Brown/White,Partner
A843473,A843473,2021-10-13T13:38:00.000,2021-10-13T13:38:00.000,2020-10-01T00:00:00.000,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,
A817246,Eve,2021-10-13T12:37:00.000,2021-10-13T12:37:00.000,2018-05-11T00:00:00.000,Transfer,Dog,Spayed Female,3 years,Plott Hound Mix,Brown Brindle,Partner
A844163,Sugar,2021-10-13T12:11:00.000,2021-10-13T12:11:00.000,2021-02-13T00:00:00.000,Transfer,Dog,Spayed Female,7 months,Labrador Retriever/Pit Bull,Black,Partner
A844122,Calico,2021-10-13T11:27:00.000,2021-10-13T11:27:00.000,2007-10-12T00:00:00.000,Return to Owner,Dog,Spayed Female,14 years,Maltese,White,
A843798,,2021-10-13T11:26:00.000,2021-10-13T11:26:00.000,2021-09-21T00:00:00.000,Euthanasia,Cat,Intact Female,3 weeks,Domestic Shorthair,Lilac Point,Suffering
A844053,Lucky,2021-10-13T10:53:00.000,2021-10-13T10:53:00.000,2021-02-11T00:00:00.000,Adoption,Dog,Neutered Male,8 months,Chihuahua Shorthair,Tan,
A844118,,2021-10-13T09:46:00.000,2021-10-13T09:46:00.000,2019-10-12T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Brown,Rabies Risk
A844165,,2021-10-13T08:43:00.000,2021-10-13T08:43:00.000,2019-10-13T00:00:00.000,Euthanasia,Cat,Intact Male,NULL,Domestic Shorthair,Black/White,Suffering
A844123,,2021-10-13T08:16:00.000,2021-10-13T08:16:00.000,2021-08-31T00:00:00.000,Euthanasia,Cat,Intact Female,1 month,Domestic Shorthair,Black/White,Suffering
A843790,*Anise,2021-10-12T19:13:00.000,2021-10-12T19:13:00.000,2021-06-06T00:00:00.000,Adoption,Dog,Spayed Female,4 months,Pit Bull Mix,White/Brown Brindle,
A843603,,2021-10-12T19:03:00.000,2021-10-12T19:03:00.000,2021-07-20T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White,
A841368,*Casper,2021-10-12T18:44:00.000,2021-10-12T18:44:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,
A841361,Needle,2021-10-12T18:44:00.000,2021-10-12T18:44:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,
A647352,Maris,2021-10-12T18:26:00.000,2021-10-12T18:26:00.000,2007-02-08T00:00:00.000,Return to Owner,Dog,Spayed Female,14 years,Miniature Pinscher Mix,Red,
A843713,*Mattie,2021-10-12T18:23:00.000,2021-10-12T18:23:00.000,2018-10-05T00:00:00.000,Adoption,Cat,Neutered Male,3 years,Maine Coon,Brown Tabby/White,
A842703,A842703,2021-10-12T18:14:00.000,2021-10-12T18:14:00.000,2021-07-08T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Blue,
A843682,Sugar,2021-10-12T18:09:00.000,2021-10-12T18:09:00.000,2019-07-07T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Siberian Husky Mix,White,
A844061,A844061,2021-10-12T18:00:00.000,2021-10-12T18:00:00.000,2021-09-05T00:00:00.000,Euthanasia,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico,Suffering
A843687,A843687,2021-10-12T17:49:00.000,2021-10-12T17:49:00.000,2021-07-05T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Gray Tabby,
A843655,,2021-10-12T17:45:00.000,2021-10-12T17:45:00.000,2021-06-19T00:00:00.000,Adoption,Dog,Spayed Female,3 months,Pointer Mix,White/Black,
A843648,Spencer,2021-10-12T17:42:00.000,2021-10-12T17:42:00.000,2021-05-04T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair,Black/White,
A843238,A843238,2021-10-12T17:34:00.000,2021-10-12T17:34:00.000,2021-07-06T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White,
A844106,A844106,2021-10-12T17:30:00.000,2021-10-12T17:30:00.000,2021-09-27T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby,Partner
A844107,A844107,2021-10-12T17:30:00.000,2021-10-12T17:30:00.000,2021-09-27T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie,Partner
A844105,A844105,2021-10-12T17:30:00.000,2021-10-12T17:30:00.000,2021-09-27T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby,Partner
A843814,Primrose Everdeen,2021-10-12T17:25:00.000,2021-10-12T17:25:00.000,2021-07-22T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,
A843794,A843794,2021-10-12T17:23:00.000,2021-10-12T17:23:00.000,2021-07-22T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Border Collie Mix,Black/White,
A843363,Pepsi,2021-10-12T17:19:00.000,2021-10-12T17:19:00.000,2020-09-29T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Great Pyrenees,White,
A843764,A843764,2021-10-12T17:13:00.000,2021-10-12T17:13:00.000,2021-04-21T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair,Calico,
A843521,*Teenee,2021-10-12T17:08:00.000,2021-10-12T17:08:00.000,2011-10-02T00:00:00.000,Adoption,Cat,Spayed Female,10 years,Domestic Shorthair,Gray/White,
A843136,*Patch,2021-10-12T17:07:00.000,2021-10-12T17:07:00.000,2020-03-27T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair,Calico,
A843654,,2021-10-12T17:01:00.000,2021-10-12T17:01:00.000,2021-06-19T00:00:00.000,Adoption,Dog,Neutered Male,3 months,Pit Bull Mix,Tricolor,
A844104,A844104,2021-10-12T16:54:00.000,2021-10-12T16:54:00.000,2021-09-27T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,Partner
A844103,A844103,2021-10-12T16:53:00.000,2021-10-12T16:53:00.000,2021-09-27T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,Partner
A844115,A844115,2021-10-12T16:50:00.000,2021-10-12T16:50:00.000,2021-09-27T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,Partner
A844112,A844112,2021-10-12T16:49:00.000,2021-10-12T16:49:00.000,2021-09-27T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,Partner
A844114,A844114,2021-10-12T16:49:00.000,2021-10-12T16:49:00.000,2021-09-27T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,Partner
A844113,A844113,2021-10-12T16:49:00.000,2021-10-12T16:49:00.000,2021-09-27T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby,Partner
A843952,Penelope,2021-10-12T16:47:00.000,2021-10-12T16:47:00.000,2021-07-24T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie,
A838381,Mina,2021-10-12T16:36:00.000,2021-10-12T16:36:00.000,2019-07-07T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Siberian Husky Mix,White,
A843781,Pumpkin,2021-10-12T16:24:00.000,2021-10-12T16:24:00.000,2021-04-07T00:00:00.000,Adoption,Dog,Spayed Female,6 months,Blue Lacy Mix,Blue/White,
A843763,A843763,2021-10-12T16:21:00.000,2021-10-12T16:21:00.000,2021-04-21T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair,Blue,
A843811,Mabel,2021-10-12T16:08:00.000,2021-10-12T16:08:00.000,2021-06-06T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Medium Hair Mix,Brown Tabby,
A843796,Milo,2021-10-12T16:06:00.000,2021-10-12T16:06:00.000,2021-08-22T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Medium Hair,Black,
A840497,*Naomi,2021-10-12T16:01:00.000,2021-10-12T16:01:00.000,2016-08-09T00:00:00.000,Adoption,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Black,Foster
A834724,A834724,2021-10-12T15:59:00.000,2021-10-12T15:59:00.000,2021-03-31T00:00:00.000,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair,Black,Foster
A843943,Martha,2021-10-12T15:57:00.000,2021-10-12T15:57:00.000,2021-03-08T00:00:00.000,Transfer,Dog,Intact Female,7 months,Beagle/Pit Bull,Chocolate/White,Partner
A842103,*Lily,2021-10-12T15:46:00.000,2021-10-12T15:46:00.000,2021-07-29T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,Foster
A836865,*Hope,2021-10-12T15:43:00.000,2021-10-12T15:43:00.000,2019-06-15T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Pit Bull,Blue/White,Foster
A840502,*Jerry,2021-10-12T15:40:00.000,2021-10-12T15:40:00.000,2021-07-30T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Black/Tan,Foster
A834798,*Sir Purr,2021-10-12T15:38:00.000,2021-10-12T15:38:00.000,2021-04-18T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Medium Hair,Black/White,Foster
A841091,*Corduroy,2021-10-12T15:36:00.000,2021-10-12T15:36:00.000,2021-07-13T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby,Foster
A841977,*Socks,2021-10-12T15:32:00.000,2021-10-12T15:32:00.000,2021-07-07T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Black/White,Foster
A824994,*Frankie,2021-10-12T15:25:00.000,2021-10-12T15:25:00.000,2018-10-26T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Pit Bull,Black,Foster
